IP,Port,Type
190.104.179.210,82,proxy
181.40.84.38,49674,proxy
190.128.203.214,3128,proxy
190.23.209.97,8080,proxy
190.128.140.150,3128,proxy
190.128.225.14,3128,proxy
93.86.63.73,8080,proxy
95.140.114.150,6666,proxy
77.46.134.78,22800,proxy
95.140.117.225,6666,proxy
77.46.142.150,8080,proxy
91.143.218.146,3128,proxy
92.60.238.12,8080,proxy
212.200.165.235,6666,proxy
212.200.20.42,6666,proxy
77.46.138.233,8080,proxy
93.87.82.222,3128,proxy
178.254.132.94,6666,proxy
195.178.56.32,8080,proxy
93.87.60.152,3128,proxy
178.254.177.110,6666,proxy
79.101.55.161,53281,proxy
176.108.47.38,3128,proxy
178.254.153.124,6666,proxy
195.178.56.37,8080,proxy
195.178.33.86,8080,proxy
77.46.138.38,8080,proxy
195.178.56.35,8080,proxy
109.92.222.170,53281,proxy
92.60.237.205,8080,proxy
91.150.101.120,8080,proxy
79.101.67.154,8080,proxy
188.255.183.153,6666,proxy
109.121.57.235,6666,proxy
176.106.120.125,8085,proxy
188.255.183.150,6666,proxy
212.200.39.210,8080,proxy
79.101.98.2,53281,proxy
94.189.227.134,1080,proxy
89.216.103.212,8080,proxy
195.178.56.33,8080,proxy
176.106.122.30,8085,proxy
178.253.196.81,6666,proxy
94.189.237.49,1080,proxy
178.222.250.223,59083,proxy
93.86.63.252,8081,proxy
89.34.2.29,8118,proxy
95.140.127.70,8090,proxy
217.169.208.185,8080,proxy
109.111.232.237,8080,proxy
178.253.196.241,6666,proxy
109.121.59.226,6666,proxy
89.216.27.218,8080,proxy
109.245.239.125,35659,proxy
92.60.238.12,80,proxy
89.216.158.215,80,proxy
109.245.242.105,35659,proxy
95.140.118.44,6666,proxy
24.135.58.41,8080,proxy
194.106.175.218,8080,proxy
147.91.111.132,37979,proxy
195.252.125.206,8080,proxy
147.91.111.133,37979,proxy
89.216.113.54,8080,proxy
91.148.120.226,8080,proxy
94.189.133.93,8080,proxy
178.253.216.84,6666,proxy
89.216.48.230,44061,proxy
178.253.200.198,8080,proxy
62.193.151.59,8080,proxy
178.79.24.36,8080,proxy
217.169.219.113,6666,proxy
79.175.107.227,6666,proxy
109.122.88.50,8080,proxy
79.175.107.237,8888,proxy
94.189.139.127,8080,proxy
194.71.126.75,3128,proxy
62.193.151.63,8080,proxy
77.46.138.1,60115,proxy
94.189.155.164,8080,proxy
79.101.106.74,60115,proxy
212.200.246.24,80,proxy
178.254.155.54,6666,proxy
109.245.229.226,8089,proxy
93.86.51.14,8080,proxy
109.111.236.150,6666,proxy
178.254.152.154,6666,proxy
176.221.73.120,3128,proxy
94.189.157.5,8080,proxy
93.87.17.1,53281,proxy
89.216.95.190,3128,proxy
77.243.20.10,8080,proxy
89.216.125.113,3128,proxy
109.121.57.134,8888,proxy
176.104.105.12,8080,proxy
212.200.238.190,8080,proxy
85.222.191.222,36337,proxy
178.254.138.154,8888,proxy
91.226.243.34,8080,proxy
212.200.106.74,8080,proxy
109.245.222.249,54547,proxy
178.253.241.142,8080,proxy
77.46.138.1,55048,proxy
46.240.143.86,8085,proxy
79.101.106.74,55048,proxy
93.87.44.245,8085,proxy
89.216.47.167,80,proxy
109.122.81.1,44556,proxy
79.101.106.74,32842,proxy
109.122.80.234,44556,proxy
109.245.239.125,55311,proxy
94.189.132.47,8080,proxy
176.104.105.218,49141,proxy
93.87.44.242,8085,proxy
77.46.138.1,30762,proxy
89.216.29.136,80,proxy
89.216.29.136,8080,proxy
212.57.43.16,53980,proxy
178.222.250.223,60416,proxy
77.46.138.241,30762,proxy
79.101.106.74,30762,proxy
109.111.224.10,8888,proxy
54.220.204.129,8888,proxy
109.255.88.16,9050,proxy
89.204.214.142,8080,proxy
185.58.17.5,8080,proxy
149.5.36.2,8080,proxy
185.58.18.7,8080,proxy
54.77.14.23,3128,proxy
185.58.18.8,8080,proxy
149.5.37.113,8080,proxy
149.5.38.1,8080,proxy
149.5.37.193,8080,proxy
185.58.18.1,8080,proxy
185.58.17.4,8080,proxy
3.249.85.198,80,proxy
23.102.44.156,49205,proxy
40.85.73.117,49205,proxy
94.245.88.83,49205,proxy
168.63.42.100,49205,proxy
168.63.69.191,49205,proxy
40.85.100.69,49205,proxy
185.58.18.149,8080,proxy
137.135.202.26,49205,proxy
168.63.95.58,49205,proxy
168.61.81.247,49205,proxy
40.112.90.190,49205,proxy
137.135.128.137,49205,proxy
137.135.165.208,49205,proxy
137.135.247.80,49205,proxy
23.101.58.2,3128,proxy
23.101.63.52,49205,proxy
104.45.83.244,49205,proxy
13.70.196.53,49205,proxy
23.102.42.242,49205,proxy
23.102.35.190,49205,proxy
137.135.137.12,49205,proxy
65.52.67.7,49205,proxy
40.87.137.72,49205,proxy
23.102.41.12,49205,proxy
94.245.110.210,49205,proxy
40.87.159.78,49205,proxy
23.102.43.235,49205,proxy
94.245.107.121,49205,proxy
168.63.79.175,49205,proxy
23.102.43.36,49205,proxy
137.135.137.197,49205,proxy
23.102.30.95,49205,proxy
40.112.89.59,49205,proxy
40.85.96.116,49205,proxy
40.112.66.100,49205,proxy
13.70.194.86,49205,proxy
40.87.133.39,49205,proxy
40.87.147.41,49205,proxy
23.101.58.0,49205,proxy
94.245.108.39,49205,proxy
65.52.229.73,49205,proxy
23.102.41.144,49205,proxy
20.93.49.245,8080,proxy
185.53.35.86,8080,proxy
34.244.222.233,8888,proxy
185.58.18.150,8080,proxy
31.170.1.69,8080,proxy
52.49.138.13,80,proxy
34.243.19.181,8080,proxy
3.250.193.18,3128,proxy
18.202.226.27,3128,proxy
34.245.193.113,3128,proxy
52.49.255.123,3128,proxy
3.250.140.8,3128,proxy
63.32.44.230,3128,proxy
89.204.208.189,3128,proxy
52.209.151.242,80,proxy
52.48.73.20,80,proxy
34.249.135.31,3128,proxy
34.245.170.188,80,proxy
54.74.229.92,8080,proxy
40.127.201.29,80,proxy
185.138.113.125,8080,proxy
87.120.240.109,8080,proxy
34.254.57.81,3128,proxy
40.113.95.12,3128,proxy
185.108.129.14,3128,proxy
185.138.113.143,8080,proxy
185.64.18.217,8080,proxy
52.19.94.82,33128,proxy
52.51.129.222,1080,proxy
52.212.80.249,3128,proxy
84.203.88.196,1080,proxy
185.138.114.75,8080,proxy
23.102.37.66,80,proxy
185.64.18.25,8080,proxy
84.203.65.99,1080,proxy
54.171.243.162,1080,proxy
84.203.60.254,1080,proxy
34.243.151.249,8080,proxy
54.220.128.74,80,proxy
34.244.163.52,3128,proxy
54.228.137.107,80,proxy
18.202.235.69,3128,proxy
52.213.231.246,80,proxy
185.138.113.120,8080,proxy
34.245.226.55,80,proxy
40.69.39.122,80,proxy
185.138.113.173,8080,proxy
54.171.117.85,3128,proxy
104.41.220.170,80,proxy
185.205.228.93,8080,proxy
52.16.71.254,80,proxy
52.31.193.74,8118,proxy
54.171.162.38,80,proxy
52.17.193.191,80,proxy
94.245.105.90,80,proxy
54.72.33.242,3128,proxy
34.244.183.123,80,proxy
54.229.109.174,80,proxy
54.229.251.214,80,proxy
83.71.22.39,8080,proxy
80.91.125.119,8088,proxy
82.114.70.46,8080,proxy
79.106.227.250,8080,proxy
185.191.164.114,26691,proxy
77.242.25.121,8080,proxy
185.85.153.142,8080,proxy
185.85.153.141,8080,proxy
185.85.153.131,8080,proxy
185.85.153.139,8080,proxy
185.85.153.140,8080,proxy
77.242.27.119,8088,proxy
79.106.232.34,8080,proxy
84.22.61.74,8080,proxy
82.114.93.210,8080,proxy
31.44.78.89,8080,proxy
185.190.38.150,8080,proxy
185.190.38.1,8080,proxy
87.238.209.26,8080,proxy
185.190.38.21,8080,proxy
185.179.30.129,8080,proxy
92.60.19.245,8080,proxy
185.179.30.130,8080,proxy
77.242.29.71,8088,proxy
79.106.35.197,8080,proxy
213.207.52.1,8080,proxy
77.242.22.103,8080,proxy
185.190.38.22,8080,proxy
213.207.37.214,53281,proxy
92.60.19.133,8080,proxy
185.120.181.30,8083,proxy
185.190.38.14,8080,proxy
82.114.83.238,42860,proxy
77.247.89.250,8080,proxy
80.78.74.133,55443,proxy
178.132.220.241,8080,proxy
82.114.70.45,8080,proxy
178.132.223.99,8080,proxy
80.78.77.195,1080,proxy
80.78.64.155,1080,proxy
80.78.73.81,1080,proxy
80.78.74.67,1080,proxy
80.78.64.82,1080,proxy
80.78.75.230,1080,proxy
109.69.0.68,8080,proxy
80.78.74.35,1080,proxy
80.78.73.29,1080,proxy
92.60.16.12,8080,proxy
147.78.160.30,8080,proxy
109.236.37.48,8080,proxy
77.242.24.171,8088,proxy
84.22.41.193,8080,proxy
84.22.48.81,8080,proxy
84.22.46.161,8080,proxy
84.22.37.201,8080,proxy
84.22.49.114,8080,proxy
77.247.89.254,8080,proxy
77.242.25.227,8089,proxy
91.210.136.202,8080,proxy
77.247.89.253,8080,proxy
82.114.71.98,8080,proxy
82.114.82.145,8080,proxy
46.252.41.178,8080,proxy
79.106.231.70,8080,proxy
84.22.46.169,8080,proxy
178.132.220.17,8080,proxy
185.30.145.19,8080,proxy
79.106.48.42,8080,proxy
185.30.145.47,8080,proxy
79.106.48.44,8080,proxy
147.78.160.2,8080,proxy
79.106.44.84,8080,proxy
79.106.44.86,8080,proxy
84.22.59.202,8080,proxy
77.242.24.64,8080,proxy
77.247.94.131,48602,proxy
185.188.218.10,60928,proxy
91.132.174.218,8080,proxy
77.242.27.248,8088,proxy
91.132.174.33,8080,proxy
91.132.174.218,8081,proxy
79.106.45.54,8080,proxy
84.22.59.149,8080,proxy
84.22.59.74,8080,proxy
84.22.61.46,53281,proxy
79.106.48.43,8080,proxy
79.106.228.73,8080,proxy
77.242.25.81,8080,proxy
79.106.227.242,8080,proxy
77.247.89.251,8080,proxy
185.120.36.150,8080,proxy
80.90.88.117,8080,proxy
185.30.146.18,8080,proxy
82.114.70.2,8080,proxy
79.106.227.245,8080,proxy
213.163.122.196,8080,proxy
91.132.174.33,8081,proxy
79.106.224.212,8080,proxy
213.163.113.96,8080,proxy
79.106.227.244,8080,proxy
213.163.122.195,8080,proxy
213.163.122.194,8080,proxy
79.106.227.249,8080,proxy
77.242.21.178,8080,proxy
213.163.122.198,8080,proxy
213.163.122.197,8080,proxy
185.66.128.245,8080,proxy
46.19.225.141,9999,proxy
79.106.97.66,8080,proxy
77.242.26.45,8080,proxy
84.22.48.73,8080,proxy
77.247.94.131,8888,proxy
185.89.156.250,8181,proxy
79.106.228.66,8080,proxy
88.204.167.186,8080,proxy
151.236.193.118,8080,proxy
194.32.128.66,55443,proxy
46.36.132.23,8080,proxy
79.142.95.90,55443,proxy
80.242.216.30,80,proxy
85.29.128.254,8080,proxy
217.11.79.234,8080,proxy
88.204.203.34,8080,proxy
89.218.58.122,8080,proxy
213.157.47.38,8080,proxy
37.228.65.107,32052,proxy
185.35.223.76,9050,proxy
89.218.45.242,3128,proxy
89.218.5.106,37717,proxy
185.143.20.101,8080,proxy
89.20.48.118,8080,proxy
185.48.149.60,8080,proxy
89.40.48.186,8080,proxy
93.185.73.178,3128,proxy
85.159.27.112,8080,proxy
145.249.238.4,8123,proxy
82.200.215.142,3128,proxy
87.255.201.222,8080,proxy
81.18.34.98,42535,proxy
193.193.240.37,45944,proxy
88.151.178.227,3128,proxy
89.218.5.110,37717,proxy
193.193.240.34,45944,proxy
5.63.126.252,8080,proxy
185.246.160.17,8080,proxy
188.0.138.11,8080,proxy
213.157.51.210,53227,proxy
82.200.199.218,6969,proxy
178.89.104.161,8081,proxy
91.185.3.126,8080,proxy
89.218.5.109,37717,proxy
85.159.25.62,8080,proxy
217.11.66.172,3128,proxy
185.146.3.129,1328,proxy
193.193.240.36,45944,proxy
89.218.18.102,8080,proxy
89.20.48.116,8080,proxy
85.29.152.77,8080,proxy
87.247.3.234,47247,proxy
95.58.145.22,8080,proxy
82.200.215.136,3128,proxy
217.15.180.146,3128,proxy
5.76.48.36,8080,proxy
91.185.20.221,8080,proxy
109.233.111.194,3128,proxy
37.228.68.27,8080,proxy
109.233.111.211,3128,proxy
82.200.244.226,3129,proxy
147.30.48.42,8080,proxy
82.200.181.54,3128,proxy
94.141.233.66,53171,proxy
217.11.66.226,8080,proxy
147.30.70.231,8080,proxy
45.8.116.127,8080,proxy
92.46.63.232,3128,proxy
84.240.207.204,8080,proxy
147.30.58.116,8080,proxy
82.200.233.4,3128,proxy
82.200.171.115,3128,proxy
185.18.254.59,3128,proxy
178.238.79.93,8080,proxy
94.141.235.180,8080,proxy
147.30.57.50,8080,proxy
178.91.104.58,8080,proxy
195.189.71.187,30860,proxy
147.30.71.77,8080,proxy
147.30.66.241,8080,proxy
2.133.24.90,8080,proxy
87.247.24.10,3128,proxy
92.46.63.242,80,proxy
2.133.94.86,8080,proxy
82.200.197.100,8080,proxy
94.141.225.13,8080,proxy
94.141.225.108,8080,proxy
194.0.127.82,3128,proxy
93.185.74.38,80,proxy
91.135.197.238,3128,proxy
87.247.36.140,3128,proxy
185.99.124.130,8080,proxy
188.0.138.147,8080,proxy
188.0.152.244,8080,proxy
87.247.19.126,37343,proxy
188.0.152.243,8080,proxy
87.247.3.234,41586,proxy
81.18.34.98,57018,proxy
95.58.161.180,43662,proxy
95.141.130.122,9999,proxy
89.218.5.109,52534,proxy
147.30.56.184,8080,proxy
82.200.233.10,3128,proxy
95.58.161.180,38203,proxy
95.58.161.180,48021,proxy
87.247.3.234,52394,proxy
89.218.5.106,46453,proxy
81.18.34.98,40934,proxy
87.247.19.126,41026,proxy
195.189.71.187,49495,proxy
87.247.19.126,43983,proxy
87.247.3.234,31444,proxy
89.218.5.106,55216,proxy
91.135.194.22,56828,proxy
188.0.152.9,8080,proxy
89.219.21.174,8080,proxy
87.76.34.153,35782,proxy
45.5.118.253,999,proxy
190.115.1.57,999,proxy
138.118.106.195,999,proxy
138.118.106.198,999,proxy
45.233.64.182,999,proxy
190.61.90.141,999,proxy
143.208.58.92,8080,proxy
190.115.15.13,8080,proxy
45.233.65.186,999,proxy
138.118.106.194,999,proxy
138.117.231.129,999,proxy
190.61.101.199,8080,proxy
186.189.221.251,999,proxy
190.61.98.246,999,proxy
200.35.161.98,999,proxy
190.61.103.149,999,proxy
190.61.98.243,999,proxy
190.61.98.244,999,proxy
190.122.184.69,8080,proxy
45.5.117.254,999,proxy
45.173.218.107,8080,proxy
190.61.102.81,8080,proxy
45.173.218.109,8080,proxy
190.122.185.170,999,proxy
143.208.58.93,8080,proxy
45.233.65.138,999,proxy
143.208.58.90,8080,proxy
190.61.98.242,999,proxy
143.208.59.1,999,proxy
24.152.52.3,999,proxy
45.233.64.140,999,proxy
24.152.52.5,999,proxy
24.152.52.8,999,proxy
45.233.64.148,999,proxy
45.233.65.146,999,proxy
190.61.91.173,3128,proxy
24.152.52.11,999,proxy
45.233.64.252,999,proxy
190.115.13.221,8080,proxy
181.174.121.172,7654,proxy
45.233.65.41,999,proxy
138.118.104.106,999,proxy
190.115.0.209,8080,proxy
143.208.57.2,8080,proxy
45.5.117.250,999,proxy
190.61.99.185,999,proxy
190.115.14.161,9991,proxy
190.106.206.77,999,proxy
190.61.50.83,999,proxy
190.106.206.76,999,proxy
190.106.206.74,999,proxy
190.122.186.207,8080,proxy
200.6.217.3,8080,proxy
45.233.64.113,999,proxy
45.228.233.78,999,proxy
190.61.91.27,999,proxy
190.122.186.214,8080,proxy
190.122.186.194,8080,proxy
45.228.235.27,3128,proxy
45.228.235.25,3128,proxy
45.233.64.182,8080,proxy
45.177.17.40,999,proxy
45.5.117.251,999,proxy
45.5.117.98,999,proxy
190.61.100.131,999,proxy
45.228.235.24,999,proxy
190.61.98.25,8080,proxy
45.186.107.194,3128,proxy
190.115.10.51,999,proxy
45.5.117.193,3128,proxy
45.177.17.18,999,proxy
45.228.233.6,3128,proxy
190.122.186.209,8080,proxy
190.122.186.228,8080,proxy
190.148.208.57,999,proxy
138.117.228.225,999,proxy
45.228.234.204,999,proxy
190.61.91.85,999,proxy
45.228.234.205,999,proxy
45.228.232.167,8080,proxy
45.177.17.11,999,proxy
45.228.234.206,999,proxy
138.94.255.66,8080,proxy
138.94.255.227,80,proxy
45.233.65.38,999,proxy
45.233.64.240,999,proxy
45.228.234.42,999,proxy
138.94.253.10,999,proxy
45.228.232.166,999,proxy
190.122.186.230,8080,proxy
186.151.202.35,51606,proxy
138.117.228.65,999,proxy
45.228.234.202,999,proxy
45.233.65.41,8080,proxy
86.57.181.122,35709,proxy
178.124.152.21,80,proxy
178.172.227.144,8060,proxy
91.149.134.171,3128,proxy
178.124.209.213,8081,proxy
82.209.231.244,41890,proxy
37.215.164.179,8080,proxy
178.125.84.208,8080,proxy
178.124.192.170,8080,proxy
178.172.225.49,3128,proxy
213.184.242.144,8080,proxy
178.124.159.189,8080,proxy
93.125.121.0,8080,proxy
93.85.69.109,3128,proxy
178.172.234.22,6969,proxy
37.215.65.15,8080,proxy
93.191.101.0,8080,proxy
82.209.219.244,8080,proxy
82.209.206.185,8585,proxy
80.94.229.130,8080,proxy
212.98.190.22,3128,proxy
37.17.38.196,53281,proxy
178.125.75.205,8080,proxy
86.57.237.53,3128,proxy
93.125.121.40,8080,proxy
178.172.208.4,32231,proxy
86.57.227.234,8080,proxy
86.57.219.210,8080,proxy
82.209.248.66,1080,proxy
82.209.248.66,3128,proxy
178.125.67.104,8080,proxy
213.184.226.247,8080,proxy
178.172.208.244,32231,proxy
185.186.208.243,8080,proxy
93.191.102.19,8080,proxy
93.191.100.87,8080,proxy
37.17.72.50,3128,proxy
46.53.184.123,8080,proxy
93.191.101.126,8080,proxy
91.215.176.104,1080,proxy
37.215.88.151,8080,proxy
46.53.190.65,8080,proxy
195.222.72.191,8080,proxy
86.57.171.71,80,proxy
46.53.190.29,3128,proxy
178.125.120.19,8080,proxy
178.125.120.200,8080,proxy
178.124.197.25,8080,proxy
37.215.67.210,8080,proxy
128.65.36.51,3128,proxy
80.94.160.10,3128,proxy
86.57.235.34,8080,proxy
93.191.100.241,8080,proxy
46.53.184.32,3128,proxy
37.17.35.212,3128,proxy
178.124.210.88,8080,proxy
80.94.160.214,3128,proxy
93.191.101.112,3128,proxy
213.184.252.247,3128,proxy
134.17.152.85,8080,proxy
134.17.25.20,1080,proxy
31.24.93.9,3128,proxy
86.57.165.28,8081,proxy
86.57.177.8,39303,proxy
46.53.191.170,8080,proxy
178.125.64.171,8080,proxy
178.125.78.101,8080,proxy
195.222.65.76,8080,proxy
87.252.254.24,3128,proxy
93.191.101.93,3128,proxy
86.57.177.8,39217,proxy
37.215.65.160,8080,proxy
134.17.155.15,8080,proxy
93.191.100.52,8080,proxy
178.125.217.51,3128,proxy
212.56.218.42,8080,proxy
89.28.37.7,8080,proxy
178.168.88.199,8080,proxy
37.26.136.181,52271,proxy
93.117.72.27,43631,proxy
185.162.142.81,53281,proxy
178.168.31.146,443,proxy
89.28.53.42,8080,proxy
93.116.11.12,3128,proxy
176.123.3.242,3128,proxy
109.185.145.97,8080,proxy
212.56.203.114,41043,proxy
5.32.175.211,8081,proxy
92.115.102.133,55443,proxy
217.12.112.226,8085,proxy
178.175.139.202,57772,proxy
109.185.243.41,8081,proxy
95.65.79.119,53281,proxy
217.19.209.253,8080,proxy
191.96.60.184,31210,proxy
178.168.67.89,4645,proxy
89.39.100.173,31041,proxy
62.221.69.18,8080,proxy
176.123.3.202,3128,proxy
87.255.74.112,1080,proxy
178.175.148.153,3128,proxy
176.123.28.22,8080,proxy
178.168.114.122,8080,proxy
92.115.134.57,8080,proxy
92.114.157.242,8080,proxy
92.114.157.242,443,proxy
93.115.138.250,8080,proxy
176.123.9.64,5836,proxy
185.163.46.116,5836,proxy
185.163.46.115,5836,proxy
176.123.6.12,3129,proxy
176.123.9.63,5836,proxy
92.114.157.242,80,proxy
176.123.9.65,5836,proxy
5.181.156.50,5836,proxy
37.75.72.45,8080,proxy
176.123.9.58,5836,proxy
176.123.7.19,3128,proxy
94.158.246.165,5836,proxy
176.123.9.60,5836,proxy
176.123.9.61,5836,proxy
94.139.147.91,8080,proxy
5.181.156.204,3128,proxy
176.123.6.12,3128,proxy
178.76.69.132,45014,proxy
176.123.7.19,65502,proxy
37.26.136.181,47687,proxy
93.117.72.27,56438,proxy
45.67.229.28,1080,proxy
195.22.239.238,8080,proxy
188.210.250.212,8080,proxy
95.65.73.200,60249,proxy
93.117.72.27,32468,proxy
212.56.203.114,30640,proxy
95.65.73.200,60952,proxy
37.26.136.181,36884,proxy
89.39.100.173,32213,proxy
178.175.137.123,5836,proxy
178.17.170.15,5836,proxy
178.17.170.28,5836,proxy
37.26.136.181,58930,proxy
176.123.7.24,5836,proxy
176.123.7.26,5836,proxy
212.56.218.90,59362,proxy
176.123.7.22,5836,proxy
176.123.7.23,5836,proxy
93.116.185.57,36471,proxy
46.19.141.98,9050,proxy
195.15.240.27,1080,proxy
45.148.4.17,8118,proxy
20.203.224.112,1080,proxy
179.43.140.131,9050,proxy
152.67.94.191,8118,proxy
20.203.182.159,3128,proxy
213.3.48.152,1080,proxy
128.65.194.136,9050,proxy
140.238.216.197,8118,proxy
20.199.179.41,49205,proxy
20.199.177.51,49205,proxy
20.199.178.113,49205,proxy
20.199.186.77,49205,proxy
20.199.182.230,49205,proxy
20.199.179.176,49205,proxy
20.199.187.241,49205,proxy
20.199.177.4,49205,proxy
20.199.176.243,49205,proxy
20.199.176.103,49205,proxy
20.199.176.178,49205,proxy
89.32.250.226,3128,proxy
80.218.80.212,3128,proxy
140.238.175.53,3128,proxy
34.65.161.155,3128,proxy
213.200.200.66,8080,proxy
93.94.240.19,8118,proxy
179.43.176.60,1080,proxy
46.253.184.237,8118,proxy
178.83.154.74,8080,proxy
45.90.59.58,9300,proxy
179.43.144.92,1080,proxy
34.65.151.108,3128,proxy
34.65.57.213,8080,proxy
77.109.139.20,3128,proxy
185.186.76.101,3128,proxy
179.43.173.210,1080,proxy
83.150.10.212,80,proxy
81.17.30.7,3128,proxy
81.17.20.50,4283,proxy
81.17.20.50,24308,proxy
178.193.16.17,1080,proxy
34.65.100.197,3128,proxy
83.150.10.214,80,proxy
179.43.176.193,10084,proxy
34.65.89.141,1080,proxy
217.193.163.92,80,proxy
79.134.243.2,8080,proxy
81.17.20.50,43039,proxy
81.17.20.50,47127,proxy
185.110.90.191,3128,proxy
81.17.20.50,39464,proxy
77.56.156.148,80,proxy
217.193.163.93,80,proxy
193.222.202.50,80,proxy
178.22.70.250,80,proxy
212.243.175.126,80,proxy
213.167.224.216,3838,proxy
213.167.224.127,3838,proxy
81.17.20.50,17127,proxy
81.17.20.50,28501,proxy
185.142.212.152,3128,proxy
84.75.180.219,80,proxy
81.17.20.50,4178,proxy
5.145.85.212,8081,proxy
79.134.251.60,3128,proxy
79.134.250.60,3128,proxy
154.73.65.101,8080,proxy
154.0.155.245,8080,proxy
154.72.81.154,8080,proxy
196.61.10.110,8080,proxy
41.59.90.92,80,proxy
154.0.155.205,8080,proxy
41.220.135.19,8080,proxy
154.72.73.218,8080,proxy
41.220.142.180,8080,proxy
41.220.131.67,8080,proxy
41.79.185.209,8080,proxy
155.12.15.227,3128,proxy
154.0.154.80,8080,proxy
41.220.134.149,8080,proxy
41.220.131.68,8080,proxy
41.59.209.111,8080,proxy
41.75.212.154,8080,proxy
41.220.136.114,8080,proxy
154.72.74.71,3127,proxy
41.220.138.61,8080,proxy
41.220.131.45,8080,proxy
154.74.135.202,8080,proxy
41.220.137.46,8080,proxy
41.220.134.88,8080,proxy
154.0.154.113,8080,proxy
41.220.132.37,8080,proxy
41.220.135.105,8080,proxy
41.220.137.71,8080,proxy
41.220.136.126,8080,proxy
41.220.131.55,8080,proxy
41.220.136.66,8080,proxy
41.220.132.111,8080,proxy
41.220.135.226,8080,proxy
41.220.137.210,8080,proxy
41.220.134.152,8080,proxy
155.12.15.227,8080,proxy
41.220.139.184,8080,proxy
154.73.64.40,8080,proxy
41.75.213.82,8080,proxy
41.220.142.185,8080,proxy
154.73.65.142,8080,proxy
154.0.155.242,8080,proxy
41.220.138.235,8080,proxy
154.73.65.106,8080,proxy
41.59.210.2,8080,proxy
154.0.154.85,8080,proxy
41.222.94.26,8080,proxy
41.220.132.105,8080,proxy
41.220.136.105,8080,proxy
41.220.135.27,8080,proxy
41.194.37.106,53442,proxy
41.194.37.106,36918,proxy
154.72.83.130,8080,proxy
41.59.222.196,8080,proxy
41.188.164.216,80,proxy
41.223.182.121,54873,proxy
41.188.164.222,80,proxy
41.59.222.72,8080,proxy
41.188.164.223,80,proxy
41.59.222.43,8080,proxy
41.220.134.141,8080,proxy
94.158.52.152,8088,proxy
213.230.121.63,8080,proxy
213.230.68.200,3128,proxy
213.230.68.210,3128,proxy
213.230.68.206,3128,proxy
213.230.121.115,3128,proxy
213.230.127.141,3128,proxy
213.230.127.137,3128,proxy
213.230.127.143,3128,proxy
213.230.121.116,3128,proxy
213.230.121.75,3128,proxy
213.230.127.139,3128,proxy
213.230.96.36,3128,proxy
213.230.121.74,3128,proxy
213.230.68.208,3128,proxy
213.230.91.75,3128,proxy
213.230.121.114,3128,proxy
213.230.127.138,3128,proxy
195.158.22.182,3128,proxy
217.12.83.106,3128,proxy
91.203.175.202,8080,proxy
213.230.111.209,3128,proxy
213.230.69.33,8080,proxy
213.230.69.33,1080,proxy
213.230.121.113,3128,proxy
213.230.127.140,3128,proxy
62.209.128.171,3128,proxy
213.230.91.136,3128,proxy
195.158.3.117,3128,proxy
213.230.111.225,3128,proxy
